customerID,tenure,Contract,PaymentMethod,MonthlyCharges,Churn
8073-IJDCM,1,Month-to-month,Mailed check,20.3,Yes
5134-IKDAY,1,Month-to-month,Electronic check,69.8,Yes
5271-YNWVR,68,Two year,Electronic check,113.15,Yes
2592-SEIFQ,3,Month-to-month,Electronic check,24.75,Yes
3838-OZURD,66,Month-to-month,Credit card (automatic),105.0,Yes
3990-QYKBE,37,Month-to-month,Electronic check,92.5,Yes
4625-EWPTF,8,Month-to-month,Electronic check,30.45,Yes
3877-JRJIP,1,Month-to-month,Electronic check,59.85,Yes
1400-MMYXY,3,Month-to-month,Electronic check,105.9,Yes
5108-ADXWO,11,Month-to-month,Electronic check,73.5,Yes
9462-MJUAW,4,Month-to-month,Mailed check,50.4,Yes
6629-CZTTH,1,Month-to-month,Mailed check,55.7,Yes
3070-DVEYC,7,Month-to-month,Mailed check,73.75,Yes
4598-XLKNJ,25,Month-to-month,Electronic check,98.5,Yes
5673-TIYIB,2,Month-to-month,Credit card (automatic),40.4,Yes
5644-PDMZC,2,Month-to-month,Electronic check,89.5,Yes
7180-PISOG,1,Month-to-month,Electronic check,74.5,Yes
6204-IEUXJ,3,Month-to-month,Credit card (automatic),80.1,Yes
0875-CABNR,10,Month-to-month,Credit card (automatic),84.6,Yes
6664-FPDAC,56,One year,Electronic check,111.95,Yes
6235-VDHOM,5,Month-to-month,Electronic check,28.45,Yes
7825-ECJRF,19,Month-to-month,Electronic check,106.6,Yes
5013-SBUIH,50,Two year,Electronic check,109.65,Yes
4704-ERYFC,22,Month-to-month,Electronic check,69.25,Yes
0601-WZHJF,14,Month-to-month,Electronic check,46.35,Yes
3871-IKPYH,1,Month-to-month,Electronic check,69.1,Yes
2320-JRSDE,1,Month-to-month,Electronic check,19.9,Yes
4349-GFQHK,1,Month-to-month,Electronic check,54.35,Yes
7488-MXJIV,4,Month-to-month,Electronic check,85.65,Yes
0378-NHQXU,17,Month-to-month,Electronic check,88.25,Yes
0643-OKLRP,47,Month-to-month,Electronic check,80.35,Yes
2606-RMDHZ,6,Month-to-month,Credit card (automatic),30.5,Yes
3143-JQEGI,13,Month-to-month,Electronic check,88.35,Yes
4187-CINZD,46,One year,Credit card (automatic),95.25,Yes
5597-GLBUC,1,Month-to-month,Electronic check,85.45,Yes
4080-OGPJL,8,Month-to-month,Electronic check,71.15,Yes
7730-IUTDZ,43,Month-to-month,Electronic check,75.2,Yes
7943-RQCHR,9,Month-to-month,Electronic check,94.75,Yes
5498-TXHLF,34,Month-to-month,Electronic check,87.45,Yes
3707-GNWHM,1,Month-to-month,Mailed check,74.25,Yes
2249-YPRNG,20,Month-to-month,Bank transfer (automatic),105.85,Yes
4585-HETAI,4,Month-to-month,Electronic check,73.75,Yes
6941-PMGEP,5,Month-to-month,Electronic check,80.0,Yes
0133-BMFZO,2,Month-to-month,Electronic check,86.25,Yes
6060-DRTNL,5,Month-to-month,Mailed check,84.85,Yes
6005-OBZPH,26,Month-to-month,Electronic check,89.15,Yes
1273-MTETI,4,Month-to-month,Electronic check,88.85,Yes
7912-SYRQT,7,Month-to-month,Bank transfer (automatic),75.1,Yes
5057-LCOUI,39,Month-to-month,Electronic check,50.75,Yes
9050-QLROH,18,Month-to-month,Credit card (automatic),90.7,Yes
2398-YPMUR,13,Month-to-month,Electronic check,70.15,Yes
2506-CLAKW,6,Month-to-month,Bank transfer (automatic),98.15,Yes
0702-PGIBZ,4,Month-to-month,Electronic check,101.7,Yes
8988-ECPJR,34,Month-to-month,Mailed check,79.6,Yes
6906-ANDWJ,15,Month-to-month,Bank transfer (automatic),74.9,Yes
3806-DXQOM,4,Month-to-month,Electronic check,33.65,Yes
8393-DLHGA,25,Month-to-month,Electronic check,95.9,Yes
5364-EVNIB,13,Month-to-month,Electronic check,79.8,Yes
1254-IZEYF,31,Month-to-month,Electronic check,99.95,Yes
2968-SSGAA,10,Month-to-month,Electronic check,100.6,Yes
0925-VYDLG,3,Month-to-month,Electronic check,75.25,Yes
3488-PGMQJ,8,Month-to-month,Electronic check,74.5,Yes
4550-VBOFE,70,Month-to-month,Electronic check,102.95,Yes
4566-QVRRW,11,Month-to-month,Electronic check,44.05,Yes
4174-LPGTI,41,One year,Bank transfer (automatic),66.5,Yes
4628-WQCQQ,35,One year,Electronic check,85.15,Yes
9681-OXGVC,5,Month-to-month,Electronic check,100.5,Yes
2141-RRYGO,4,Month-to-month,Bank transfer (automatic),68.65,Yes
8053-WWDRO,6,Month-to-month,Bank transfer (automatic),19.5,Yes
4829-AUOAX,46,Month-to-month,Bank transfer (automatic),96.05,Yes
4013-TLDHQ,19,Month-to-month,Electronic check,78.25,Yes
4190-MFLUW,10,Month-to-month,Credit card (automatic),55.2,Yes
9692-TUSXH,18,Month-to-month,Electronic check,96.05,Yes
0031-PVLZI,4,Month-to-month,Mailed check,20.35,Yes
8079-XRJRS,65,One year,Electronic check,89.75,Yes
7207-RMRDB,65,Month-to-month,Electronic check,105.5,Yes
7005-CCBKV,6,Month-to-month,Electronic check,84.4,Yes
4192-GORJT,5,Month-to-month,Electronic check,94.45,Yes
0195-IESCP,10,Month-to-month,Electronic check,85.25,Yes
3393-FMZPV,25,Month-to-month,Electronic check,100.25,Yes
9249-FXSCK,52,One year,Credit card (automatic),111.25,Yes
4124-MMETB,22,Month-to-month,Credit card (automatic),94.65,Yes
4439-JMPMT,5,Month-to-month,Electronic check,85.75,Yes
4607-CHPCA,25,One year,Electronic check,90.4,Yes
5813-UECBU,33,Month-to-month,Credit card (automatic),83.85,Yes
1262-OPMFY,9,Month-to-month,Bank transfer (automatic),75.75,Yes
6328-ZPBGN,11,Month-to-month,Bank transfer (automatic),95.15,Yes
5299-RULOA,10,Month-to-month,Electronic check,100.25,Yes
3348-CFRNX,28,Month-to-month,Mailed check,92.35,Yes
0219-YTZUE,4,Month-to-month,Bank transfer (automatic),84.8,Yes
2079-FBMZK,6,Month-to-month,Mailed check,69.25,Yes
2397-BRLOM,8,Month-to-month,Credit card (automatic),80.45,Yes
7029-RPUAV,17,Month-to-month,Credit card (automatic),100.45,Yes
6960-HVYXR,1,Month-to-month,Electronic check,76.0,Yes
1373-ORVIZ,11,Month-to-month,Electronic check,66.35,Yes
5385-SUIRI,52,Month-to-month,Electronic check,104.2,Yes
9360-AHGNL,43,One year,Mailed check,109.55,Yes
0407-BDJKB,60,Month-to-month,Electronic check,95.75,Yes
3063-QFSZL,1,Month-to-month,Electronic check,55.4,Yes
5052-PNLOS,3,Month-to-month,Bank transfer (automatic),105.35,Yes
6345-ULYRW,44,One year,Mailed check,88.4,Yes
5572-ZDXHY,22,Month-to-month,Mailed check,84.3,Yes
6227-HWPWX,15,Month-to-month,Bank transfer (automatic),69.0,Yes
3842-IYKUE,35,Month-to-month,Credit card (automatic),85.3,Yes
0917-EZOLA,72,Two year,Bank transfer (automatic),104.15,Yes
4145-UQXUQ,8,Month-to-month,Electronic check,92.1,Yes
4210-QFJMF,4,Month-to-month,Electronic check,79.15,Yes
1195-OIYEJ,13,Month-to-month,Electronic check,91.1,Yes
0156-FVPTA,22,Month-to-month,Electronic check,54.2,Yes
1271-SJBGZ,12,Month-to-month,Electronic check,43.65,Yes
8938-UMKPI,47,Month-to-month,Electronic check,106.4,Yes
6214-EDAKZ,22,Month-to-month,Electronic check,55.15,Yes
9117-SHLZX,1,Month-to-month,Mailed check,45.7,Yes
8155-IBNHG,24,Month-to-month,Credit card (automatic),75.4,Yes
3223-WZWJM,26,Month-to-month,Electronic check,83.95,Yes
3494-JCHRQ,1,Month-to-month,Electronic check,70.05,Yes
2232-DMLXU,1,Month-to-month,Mailed check,55.2,Yes
7571-YXDAD,2,Month-to-month,Credit card (automatic),74.9,Yes
8869-TORSS,48,One year,Credit card (automatic),60.35,Yes
7000-WCEVQ,20,Month-to-month,Mailed check,61.6,Yes
4441-NIHPT,13,Month-to-month,Electronic check,74.3,Yes
3902-FOIGH,12,Month-to-month,Electronic check,101.35,Yes
1963-SVUCV,1,Month-to-month,Electronic check,45.3,Yes
2359-QWQUL,39,One year,Credit card (automatic),104.7,Yes
2632-UCGVD,66,Month-to-month,Credit card (automatic),100.05,Yes
2027-OAQQC,43,Month-to-month,Bank transfer (automatic),49.05,Yes
6168-WFVVF,3,Month-to-month,Electronic check,70.3,Yes
4597-ELFTS,56,One year,Electronic check,24.9,Yes
7854-EDSSA,22,Month-to-month,Electronic check,59.0,Yes
3237-AJGEH,3,Month-to-month,Mailed check,31.0,Yes
7056-IMHCC,53,Month-to-month,Electronic check,101.9,Yes
7321-PKUYW,11,Month-to-month,Electronic check,90.15,Yes
1550-LOAHA,32,Month-to-month,Bank transfer (automatic),84.15,Yes
5186-SAMNZ,1,Month-to-month,Bank transfer (automatic),69.5,Yes
6849-OYAMU,19,One year,Bank transfer (automatic),100.0,Yes
5616-PRTNT,20,Month-to-month,Electronic check,19.4,Yes
4853-RULSV,70,Two year,Credit card (automatic),104.0,Yes
2495-INZWQ,4,Month-to-month,Electronic check,44.55,Yes
3714-JTVOV,42,Month-to-month,Credit card (automatic),74.15,Yes
8118-LSUEL,23,Month-to-month,Electronic check,106.4,Yes
5299-SJCZT,3,Month-to-month,Bank transfer (automatic),101.55,Yes
4430-UZIPO,3,Month-to-month,Mailed check,36.85,Yes
7908-QCBCA,1,Month-to-month,Mailed check,69.4,Yes
5842-POCOP,5,Month-to-month,Mailed check,88.9,Yes
0112-QWPNC,49,One year,Electronic check,84.35,Yes
8387-MOJJT,42,Month-to-month,Credit card (automatic),77.95,Yes
2642-DTVCO,9,Month-to-month,Electronic check,85.05,Yes
3331-HQDTW,34,Month-to-month,Mailed check,109.8,Yes
0220-EBGCE,2,Month-to-month,Electronic check,85.85,Yes
0727-BMPLR,55,One year,Electronic check,100.0,Yes
2359-KMGLI,24,Month-to-month,Electronic check,80.25,Yes
1092-GANHU,17,Month-to-month,Electronic check,76.65,Yes
1150-WFARN,67,Two year,Credit card (automatic),108.75,Yes
0843-WTBXE,53,Month-to-month,Bank transfer (automatic),85.45,Yes
7384-GHBPI,3,Month-to-month,Electronic check,35.15,Yes
3565-UNOCC,29,Month-to-month,Bank transfer (automatic),99.05,Yes
0823-HSCDJ,52,Month-to-month,Electronic check,49.15,Yes
8650-RHRKE,4,Month-to-month,Electronic check,29.65,Yes
3296-SILRA,1,Month-to-month,Mailed check,76.4,Yes
4628-CTTLA,57,Month-to-month,Electronic check,39.3,Yes
0093-XWZFY,40,Month-to-month,Credit card (automatic),104.5,Yes
9318-NKNFC,1,Month-to-month,Mailed check,18.85,Yes
4588-YBNIB,1,Month-to-month,Mailed check,19.6,Yes
3144-AUDBS,6,Month-to-month,Electronic check,49.15,Yes
8931-GJJIQ,9,Month-to-month,Electronic check,83.3,Yes
6772-KSATR,1,Month-to-month,Electronic check,81.7,Yes
5458-CQJTA,65,Two year,Bank transfer (automatic),74.8,Yes
3336-JORSO,33,Month-to-month,Electronic check,110.45,Yes
5698-BQJOH,9,Month-to-month,Electronic check,94.4,Yes
5940-AHUHD,1,Month-to-month,Mailed check,70.6,Yes
7831-QGOXH,18,Month-to-month,Electronic check,85.2,Yes
6595-YGXIT,25,Month-to-month,Electronic check,88.95,Yes
8849-GYOKR,54,One year,Bank transfer (automatic),106.55,Yes
2239-JALAW,58,One year,Bank transfer (automatic),103.25,Yes
9239-ZBZZV,6,Month-to-month,Electronic check,47.95,Yes
8485-GJCDN,5,Month-to-month,Mailed check,69.05,Yes
3763-GCZHZ,66,One year,Electronic check,104.05,Yes
7470-MCQTK,13,Month-to-month,Bank transfer (automatic),48.75,Yes
8901-HJXTF,12,Month-to-month,Mailed check,29.2,Yes
8182-BJDSI,28,Month-to-month,Electronic check,89.95,Yes
7153-OANIO,1,Month-to-month,Electronic check,69.95,Yes
8380-PEFPE,1,Month-to-month,Electronic check,71.65,Yes
7693-LCKZL,5,Month-to-month,Electronic check,80.15,Yes
7851-FLGGQ,1,Month-to-month,Mailed check,44.65,Yes
2842-JTCCU,2,Month-to-month,Bank transfer (automatic),46.05,Yes
0397-GZBBC,59,Month-to-month,Bank transfer (automatic),93.85,Yes
7767-UXAGJ,1,Month-to-month,Electronic check,50.45,Yes
1626-ERCMM,20,Month-to-month,Electronic check,94.55,Yes
9474-PHLYD,15,Month-to-month,Electronic check,59.45,Yes
7480-QNVZJ,50,Month-to-month,Electronic check,95.7,Yes
1981-INRFU,2,Month-to-month,Electronic check,79.75,Yes
2626-URJFX,4,Month-to-month,Electronic check,50.9,Yes
4373-MAVJG,14,Month-to-month,Bank transfer (automatic),90.9,Yes
9124-LHCJQ,1,Month-to-month,Mailed check,85.45,Yes
3247-ZVOUO,10,Month-to-month,Electronic check,85.55,Yes
0023-HGHWL,1,Month-to-month,Electronic check,25.1,Yes
4512-ZUIYL,2,Month-to-month,Bank transfer (automatic),70.0,Yes
1989-PRJHP,27,Month-to-month,Electronic check,75.5,Yes
5590-BYNII,22,Month-to-month,Electronic check,100.75,Yes
3164-AALRN,5,One year,Mailed check,70.0,Yes
2952-QAYZF,5,Month-to-month,Electronic check,85.3,Yes
7613-LLQFO,12,Month-to-month,Electronic check,84.45,Yes
5981-ITEMU,40,Month-to-month,Bank transfer (automatic),97.1,Yes
6029-WTIPC,37,Month-to-month,Electronic check,101.1,Yes
6210-KBBPI,9,Month-to-month,Credit card (automatic),99.45,Yes
6946-LMSQS,25,One year,Electronic check,89.05,Yes
4892-VLANZ,1,Month-to-month,Mailed check,19.8,Yes
2332-EFBJY,16,Month-to-month,Mailed check,19.7,Yes
7028-DVOIQ,35,Month-to-month,Electronic check,99.05,Yes
5940-NFXKV,19,Month-to-month,Electronic check,83.65,Yes
2889-FPWRM,72,One year,Bank transfer (automatic),117.8,Yes
5143-EGQFK,10,Month-to-month,Electronic check,29.65,Yes
0004-TLHLJ,4,Month-to-month,Electronic check,73.9,Yes
2696-NARTR,11,Month-to-month,Electronic check,73.85,Yes
9488-HGMJH,1,Month-to-month,Electronic check,71.15,Yes
6400-BWQKW,6,Month-to-month,Electronic check,79.05,Yes
3096-JRDSO,27,Month-to-month,Bank transfer (automatic),104.3,Yes
6038-GCYEC,24,Month-to-month,Credit card (automatic),54.15,Yes
9921-ZVRHG,14,Month-to-month,Electronic check,80.45,Yes
8374-XGEJJ,43,Month-to-month,Electronic check,101.0,Yes
0991-BRRFB,18,Month-to-month,Electronic check,49.4,Yes
4750-ZRXIU,4,Month-to-month,Electronic check,84.6,Yes
5445-UTODQ,7,Month-to-month,Electronic check,81.1,Yes
8699-ASUFO,7,Month-to-month,Mailed check,74.4,Yes
1205-WNWPJ,7,Month-to-month,Mailed check,59.5,Yes
5307-DZCVC,32,Month-to-month,Credit card (automatic),85.95,Yes
5570-PTWEH,3,Month-to-month,Credit card (automatic),75.15,Yes
0947-MUGVO,20,Month-to-month,Electronic check,73.65,Yes
1602-IJQQE,4,Month-to-month,Electronic check,75.35,Yes
2761-OCIAX,2,Month-to-month,Electronic check,74.7,Yes
9306-CPCBC,3,Month-to-month,Electronic check,74.25,Yes
5028-HTLJB,1,Month-to-month,Mailed check,20.05,Yes
5196-SGOAK,1,Month-to-month,Electronic check,75.7,Yes
7603-USHJS,12,Month-to-month,Credit card (automatic),73.75,Yes
2636-OHFMN,4,Month-to-month,Electronic check,48.55,Yes
2382-BCKQJ,62,One year,Electronic check,100.15,Yes
7893-IXHRQ,1,Month-to-month,Electronic check,20.55,Yes
1240-KNSEZ,1,Month-to-month,Mailed check,20.1,Yes
0420-BWTPW,8,Month-to-month,Mailed check,25.5,Yes
9227-LUNBG,1,Month-to-month,Electronic check,24.6,Yes
9985-MWVIX,1,Month-to-month,Mailed check,70.15,Yes
8111-RKSPX,4,Month-to-month,Bank transfer (automatic),72.2,Yes
8183-ONMXC,2,Month-to-month,Electronic check,80.75,Yes
1389-CXMLU,3,Month-to-month,Electronic check,91.05,Yes
1597-LHYNC,26,Month-to-month,Electronic check,95.0,Yes
1846-XWOQN,1,Month-to-month,Electronic check,70.15,Yes
0115-TFERT,21,Month-to-month,Electronic check,111.2,Yes
3647-GMGDH,22,Month-to-month,Credit card (automatic),94.7,Yes
3583-EKAPL,1,Month-to-month,Electronic check,55.0,Yes
1842-EZJMK,50,Month-to-month,Electronic check,103.7,Yes
5565-FILXA,16,Month-to-month,Electronic check,96.15,Yes
3058-HJCUY,41,One year,Electronic check,102.6,Yes
2309-OSFEU,10,Month-to-month,Mailed check,33.9,Yes
4817-VYYWS,30,Month-to-month,Electronic check,100.2,Yes
5515-IDEJJ,1,Month-to-month,Mailed check,19.9,Yes
3536-IQCTX,32,Month-to-month,Electronic check,85.3,Yes
8868-WOZGU,28,Month-to-month,Electronic check,105.7,Yes
0895-DQHEW,54,Month-to-month,Electronic check,104.3,Yes
7576-OYWBN,3,Month-to-month,Electronic check,76.05,Yes
4913-EHYUI,56,One year,Bank transfer (automatic),104.55,Yes
3422-LYEPQ,1,Month-to-month,Electronic check,71.0,Yes
8473-VUVJN,1,Month-to-month,Electronic check,73.65,Yes
1624-WOIWJ,10,Month-to-month,Mailed check,84.7,Yes
5020-ZSTTY,54,One year,Bank transfer (automatic),82.45,Yes
0520-FDVVT,35,One year,Bank transfer (automatic),102.35,Yes
5520-FVEWJ,12,Month-to-month,Electronic check,84.5,Yes
9898-KZQDZ,40,Month-to-month,Credit card (automatic),94.55,Yes
7774-OJSXI,31,One year,Electronic check,103.45,Yes
6356-ELRKD,1,Month-to-month,Electronic check,95.6,Yes
0515-YPMCW,1,Month-to-month,Mailed check,70.45,Yes
9259-PACGQ,34,Month-to-month,Electronic check,62.65,Yes
4361-JEIVL,1,Month-to-month,Electronic check,44.4,Yes
0363-QJVFX,32,Month-to-month,Credit card (automatic),108.15,Yes
7549-MYGPK,63,Month-to-month,Electronic check,100.55,Yes
7235-NXZCP,2,Month-to-month,Mailed check,74.85,Yes
5748-RNCJT,69,Two year,Bank transfer (automatic),106.5,Yes
9710-ZUSHQ,37,Month-to-month,Bank transfer (automatic),106.75,Yes
3621-CEOVK,14,Month-to-month,Electronic check,100.2,Yes
5696-QURRL,1,Month-to-month,Mailed check,45.05,Yes
2612-RRIDN,4,Month-to-month,Electronic check,81.0,Yes
2479-BRAMR,41,Month-to-month,Bank transfer (automatic),83.75,Yes
1184-PJVDB,10,Month-to-month,Electronic check,79.95,Yes
4749-VFKVB,1,Month-to-month,Mailed check,50.1,Yes
9283-LZQOH,13,Month-to-month,Credit card (automatic),74.4,Yes
6230-BSUXY,1,Month-to-month,Electronic check,85.0,Yes
4510-HIMLV,1,Month-to-month,Electronic check,69.8,Yes
5287-QWLKY,71,Month-to-month,Credit card (automatic),105.1,Yes
8945-GRKHX,1,Month-to-month,Electronic check,78.65,Yes
1963-VAUKV,1,Month-to-month,Mailed check,20.4,Yes
7619-ODSGN,24,Month-to-month,Electronic check,54.75,Yes
6910-HADCM,1,Month-to-month,Electronic check,76.35,Yes
2484-DGXPZ,31,Month-to-month,Mailed check,19.55,Yes
2386-LAHRK,1,Month-to-month,Mailed check,53.5,Yes
3104-OWCGK,60,One year,Electronic check,90.95,Yes
8267-ZNYVZ,33,One year,Electronic check,103.75,Yes
5834-ASPWA,1,Month-to-month,Electronic check,75.45,Yes
1658-BYGOY,18,Month-to-month,Electronic check,95.45,Yes
1415-YFWLT,1,Month-to-month,Electronic check,89.3,Yes
5766-ZJYBB,1,Month-to-month,Mailed check,19.4,Yes
9625-QSTYE,13,Month-to-month,Electronic check,81.15,Yes
7854-FOKSF,1,Month-to-month,Electronic check,35.9,Yes
9061-TIHDA,13,Month-to-month,Electronic check,95.25,Yes
3027-ZTDHO,1,Month-to-month,Electronic check,89.9,Yes
1623-NLDOT,42,One year,Mailed check,33.55,Yes
2565-JSLRY,1,Month-to-month,Mailed check,24.05,Yes
7786-WBJYI,4,Month-to-month,Bank transfer (automatic),77.95,Yes
3716-BDVDB,1,Month-to-month,Electronic check,69.1,Yes
5136-KCKGI,33,One year,Mailed check,103.7,Yes
2202-CUYXZ,1,Month-to-month,Electronic check,84.85,Yes
9747-DDZOS,1,Month-to-month,Bank transfer (automatic),73.5,Yes
4021-RQSNY,29,Month-to-month,Electronic check,98.5,Yes
9139-WQQDY,49,One year,Mailed check,100.45,Yes
0094-OIFMO,11,Month-to-month,Electronic check,95.0,Yes
5914-DVBWJ,18,Month-to-month,Electronic check,85.45,Yes
8399-YNDCH,21,Month-to-month,Bank transfer (automatic),60.05,Yes
2919-HBCJO,4,Month-to-month,Bank transfer (automatic),76.65,Yes
2929-QNSRW,56,One year,Electronic check,98.25,Yes
7330-WZLNC,5,Month-to-month,Electronic check,90.8,Yes
2474-BRUCM,40,Month-to-month,Electronic check,101.85,Yes
3776-EKTKM,1,Month-to-month,Electronic check,36.45,Yes
3351-NQLDI,67,One year,Credit card (automatic),94.35,Yes
6771-XWBDM,57,Month-to-month,Credit card (automatic),104.5,Yes
2722-VOJQL,64,One year,Credit card (automatic),105.65,Yes
5295-PCJOO,4,Month-to-month,Electronic check,49.4,Yes
9253-QXKBE,29,Month-to-month,Electronic check,94.45,Yes
0431-APWVY,28,One year,Bank transfer (automatic),90.1,Yes
7825-GKXMW,1,Month-to-month,Electronic check,45.8,Yes
8780-IXSTS,6,Month-to-month,Electronic check,90.1,Yes
8993-PHFWD,3,Month-to-month,Electronic check,25.25,Yes
0135-NMXAP,12,Month-to-month,Bank transfer (automatic),89.75,Yes
9057-MSWCO,27,Month-to-month,Credit card (automatic),30.75,Yes
4184-TJFAN,3,Month-to-month,Mailed check,88.3,Yes
6100-QQHEB,17,Month-to-month,Electronic check,92.55,Yes
3318-OSATS,35,Month-to-month,Electronic check,95.45,Yes
5949-XIKAE,8,Month-to-month,Electronic check,83.55,Yes
6140-QNRQQ,1,Month-to-month,Mailed check,71.55,Yes
1768-ZAIFU,1,Month-to-month,Electronic check,25.2,Yes
2886-KEFUM,63,One year,Electronic check,107.5,Yes
9835-ZIITK,66,One year,Electronic check,110.85,Yes
0329-GTIAJ,3,Month-to-month,Electronic check,97.9,Yes
5650-VDUDS,4,Month-to-month,Mailed check,24.25,Yes
1915-IOFGU,1,Month-to-month,Electronic check,70.5,Yes
3870-MQAMG,54,One year,Electronic check,110.35,Yes
4626-GYCZP,7,Month-to-month,Electronic check,93.85,Yes
6416-TVAIH,1,Month-to-month,Electronic check,68.5,Yes
8779-QRDMV,1,Month-to-month,Electronic check,39.65,Yes
6207-WIOLX,25,Month-to-month,Credit card (automatic),58.6,Yes
6379-RXJRQ,10,Month-to-month,Electronic check,70.1,Yes
2894-QOJRX,25,Month-to-month,Bank transfer (automatic),34.0,Yes
8229-TNIQA,4,Month-to-month,Mailed check,45.3,Yes
4629-NRXKX,2,Month-to-month,Electronic check,70.4,Yes
5016-ETTFF,10,Month-to-month,Mailed check,29.5,Yes
4883-QICIH,32,Month-to-month,Bank transfer (automatic),69.75,Yes
9912-GVSEQ,26,Month-to-month,Electronic check,93.85,Yes
6646-QVXLR,62,One year,Electronic check,103.75,Yes
5087-SUURX,18,Month-to-month,Electronic check,39.05,Yes
7892-POOKP,28,Month-to-month,Electronic check,104.8,Yes
4760-XOHVN,1,Month-to-month,Mailed check,19.45,Yes
1226-UDFZR,2,Month-to-month,Mailed check,49.6,Yes
3685-YLCMQ,58,One year,Electronic check,104.65,Yes
3415-TAILE,2,Month-to-month,Mailed check,65.7,Yes
8063-RJYNF,16,Month-to-month,Electronic check,94.25,Yes
3426-NIYYL,15,Month-to-month,Electronic check,51.55,Yes
4603-JANFB,1,Month-to-month,Electronic check,69.85,Yes
4274-OWWYO,1,Month-to-month,Electronic check,74.35,Yes
3034-ZBEQN,48,One year,Mailed check,34.7,Yes
3398-FSHON,12,Month-to-month,Electronic check,91.3,Yes
8258-GSTJK,3,Month-to-month,Electronic check,77.0,Yes
1260-TTRXI,4,Month-to-month,Electronic check,54.3,Yes
4503-BDXBD,11,Month-to-month,Electronic check,74.95,Yes
3009-JWMPU,62,One year,Electronic check,96.75,Yes
9170-GYZJC,41,Month-to-month,Credit card (automatic),79.9,Yes
5277-ZLOOR,2,Month-to-month,Electronic check,85.55,Yes
9134-CEQMF,7,Month-to-month,Electronic check,89.5,Yes
3627-FHKBK,1,Month-to-month,Mailed check,75.3,Yes
5868-CZJDR,1,Month-to-month,Mailed check,31.35,Yes
5192-EBGOV,1,Month-to-month,Electronic check,85.7,Yes
9053-JZFKV,67,Two year,Credit card (automatic),116.2,Yes
3797-VTIDR,1,Month-to-month,Electronic check,23.45,Yes
0148-DCDOS,25,Month-to-month,Bank transfer (automatic),94.7,Yes
